FROM_ID,ID_POST,TYPE,NAME,STATUS_TYPE,PUBLISHED_DATE,POST_EXTRACTION_DATE,SAHRES_COUNT,REACTION_LOVE_COUNT,REACTION_LIKE_COUNT,REACTION_TOTAL_COUNT,REACTION_ANGRY_COUNT,REACTION_HAHA_COUNT,REACTION_SAD_COUNT,REACTION_THANKFUL_COUNT,REACTION_WOW_COUNT,FROM_NAME,COMMENTS_COUNT,MESSAGE,LAST_REACTION,ID_PAGE,Sentiment,Count
103666283041018,103666283041018_1107878909286412,video,,added_video,2016-08-03 11:50:01,2016-08-10 19:35:00,40.0,13.0,230.0,248.0,1.0,3.0,0.0,0.0,1.0,Citroen,5.0,"De la route au sable jusqu'aux terrains glissants, avec seulement 3 doigts !  Mettez la main sur la technologie Grip Control du C4 Cactus Rip Curl ! Plus de videos ici : http://bit.ly/C4Cactus_RC",2016-08-05 11:42:56,103666283041018,negative,1.0
103666283041018,103666283041018_1107878909286412,video,,added_video,2016-08-03 11:50:01,2016-08-10 19:35:00,40.0,13.0,230.0,248.0,1.0,3.0,0.0,0.0,1.0,Citroen,5.0,"De la route au sable jusqu'aux terrains glissants, avec seulement 3 doigts !  Mettez la main sur la technologie Grip Control du C4 Cactus Rip Curl ! Plus de videos ici : http://bit.ly/C4Cactus_RC",2016-08-05 11:42:56,103666283041018,positive,1.0
103666283041018,103666283041018_1107878909286412,video,,added_video,2016-08-03 11:50:01,2016-08-10 19:35:00,40.0,13.0,230.0,248.0,1.0,3.0,0.0,0.0,1.0,Citroen,5.0,"De la route au sable jusqu'aux terrains glissants, avec seulement 3 doigts !  Mettez la main sur la technologie Grip Control du C4 Cactus Rip Curl ! Plus de videos ici : http://bit.ly/C4Cactus_RC",2016-08-05 11:42:56,103666283041018,neutre,3.0
103666283041018,103666283041018_1106363829437920,video,,added_video,2016-08-01 13:29:29,2016-08-10 19:35:00,285.0,66.0,1202.0,1323.0,6.0,42.0,0.0,0.0,7.0,Citroen,608.0,"Partez pour le premier #SafariGo a Paris !  Une E-MEHARI, un chauffeur, vous et 2 amis : la chasse est ouverte ! Choisissez 2 amis en commentant cette publication pour constituer votre equipe et tenter de gagner votre Safari ! En savoir plus : http://bit.ly/2aCHWbh",2016-08-09 20:34:48,103666283041018,negative,27.0
103666283041018,103666283041018_1106363829437920,video,,added_video,2016-08-01 13:29:29,2016-08-10 19:35:00,285.0,66.0,1202.0,1323.0,6.0,42.0,0.0,0.0,7.0,Citroen,608.0,"Partez pour le premier #SafariGo a Paris !  Une E-MEHARI, un chauffeur, vous et 2 amis : la chasse est ouverte ! Choisissez 2 amis en commentant cette publication pour constituer votre equipe et tenter de gagner votre Safari ! En savoir plus : http://bit.ly/2aCHWbh",2016-08-09 20:34:48,103666283041018,positive,286.0
103666283041018,103666283041018_1106363829437920,video,,added_video,2016-08-01 13:29:29,2016-08-10 19:35:00,285.0,66.0,1202.0,1323.0,6.0,42.0,0.0,0.0,7.0,Citroen,608.0,"Partez pour le premier #SafariGo a Paris !  Une E-MEHARI, un chauffeur, vous et 2 amis : la chasse est ouverte ! Choisissez 2 amis en commentant cette publication pour constituer votre equipe et tenter de gagner votre Safari ! En savoir plus : http://bit.ly/2aCHWbh",2016-08-09 20:34:48,103666283041018,neutre,295.0
103666283041018,103666283041018_1103191396421830,video,,added_video,2016-07-31 09:00:00,2016-08-10 19:35:00,58.0,12.0,236.0,251.0,0.0,0.0,1.0,0.0,2.0,Citroen,6.0,"Avec le toit vitre panoramique du Citroen SpaceTourer, vos passagers voyageront la tete dans les nuages ! ",2016-08-07 20:26:12,103666283041018,negative,1.0
103666283041018,103666283041018_1103191396421830,video,,added_video,2016-07-31 09:00:00,2016-08-10 19:35:00,58.0,12.0,236.0,251.0,0.0,0.0,1.0,0.0,2.0,Citroen,6.0,"Avec le toit vitre panoramique du Citroen SpaceTourer, vos passagers voyageront la tete dans les nuages ! ",2016-08-07 20:26:12,103666283041018,positive,2.0
103666283041018,103666283041018_1103191396421830,video,,added_video,2016-07-31 09:00:00,2016-08-10 19:35:00,58.0,12.0,236.0,251.0,0.0,0.0,1.0,0.0,2.0,Citroen,6.0,"Avec le toit vitre panoramique du Citroen SpaceTourer, vos passagers voyageront la tete dans les nuages ! ",2016-08-07 20:26:12,103666283041018,neutre,3.0
103666283041018,103666283041018_1103190716421898,photo,Timeline Photos,added_photos,2016-07-30 09:00:01,2016-08-10 19:35:00,121.0,16.0,302.0,331.0,2.0,11.0,0.0,0.0,0.0,Citroen,54.0,Pour la #JourneeDeLamitie taguez vos amis sur le vehicule qui leur correspond le mieux ;),2016-08-07 09:02:41,103666283041018,negative,7.0
